STATE,ST_CASE,VEH_NO,AGE,SEX,DRINKING,DRUGS,DOA,AgeCat
47,470595,2,43,2,0,0,0,33-48
29,290458,1,25,1,1,1,1,17-32
13,130603,0,62,1,0,0,1,49-64
17,170400,1,22,1,0,0,1,17-32
39,390467,2,22,1,0,0,0,17-32
13,131130,2,34,1,0,0,0,33-48
50,500004,1,18,2,0,0,0,17-32
6,60962,1,40,1,0,0,0,33-48
45,450169,1,50,1,0,0,1,49-64
19,190212,0,7,1,0,0,0,0-16
30,300197,1,35,1,0,0,0,33-48
6,61623,1,30,1,0,0,0,17-32
26,260652,1,50,1,0,0,0,49-64
26,260635,2,38,1,0,0,0,33-48
15,150043,2,22,1,1,1,0,17-32
42,420131,1,17,2,0,0,0,17-32
55,550349,1,71,2,0,0,0,65 and Above
45,450242,2,48,2,0,0,0,33-48
39,390059,2,64,1,0,0,0,49-64
12,121820,1,16,1,0,0,0,0-16
34,340244,10,52,1,0,0,1,49-64
8,80048,1,20,1,1,0,1,17-32
51,510441,2,77,2,0,0,0,65 and Above
26,260230,1,79,2,0,0,0,65 and Above
28,280419,1,67,1,0,0,0,65 and Above
26,260141,1,42,1,1,1,1,33-48
42,420545,0,70,2,0,0,0,65 and Above
12,121845,0,56,1,0,0,0,49-64
17,170880,2,22,2,0,0,0,17-32
20,200297,1,46,2,0,0,0,33-48
56,560126,2,63,1,0,0,1,49-64
34,340093,2,92,1,0,0,0,65 and Above
18,180055,1,60,1,1,0,1,49-64
6,62040,0,62,1,1,0,1,49-64
17,170904,1,20,1,0,0,0,17-32
28,280134,2,70,1,0,0,0,65 and Above
35,350267,1,65,1,0,0,0,65 and Above
32,320188,1,40,1,0,0,1,33-48
8,80473,1,9,2,0,0,0,0-16
49,490123,6,55,1,0,0,0,49-64
31,310183,1,21,1,0,1,0,17-32
8,80235,1,18,1,0,0,1,17-32
22,220261,0,3,1,0,0,0,0-16
34,340053,0,41,1,1,0,1,33-48
12,121671,2,56,2,0,0,0,49-64
6,61345,2,58,2,0,0,0,49-64
8,80005,1,63,1,1,0,1,49-64
13,130938,1,70,1,0,0,1,65 and Above
12,121166,1,24,2,0,0,0,17-32
26,260009,2,47,1,0,0,0,33-48
31,310114,1,25,2,1,0,0,17-32
38,380030,1,45,1,0,0,1,33-48
19,190121,0,51,2,0,0,0,49-64
6,61374,1,22,1,0,0,0,17-32
20,200085,1,59,1,0,0,0,49-64
20,200166,1,71,1,0,0,0,65 and Above
16,160181,2,46,1,0,0,0,33-48
48,483066,1,31,1,1,1,1,17-32
17,170226,1,55,1,0,0,0,49-64
6,62667,1,24,1,0,0,0,17-32
12,122201,1,22,1,0,0,0,17-32
46,460040,2,41,1,0,0,0,33-48
37,370368,1,36,2,0,0,0,33-48
37,370833,3,28,1,0,0,0,17-32
6,63046,1,20,1,1,0,0,17-32
37,370814,2,73,1,0,0,0,65 and Above
4,40028,3,40,1,0,0,0,33-48
4,40292,2,71,1,0,0,0,65 and Above
6,61780,1,12,2,0,0,0,0-16
26,260717,0,44,1,0,0,0,33-48
30,300181,1,21,1,0,0,1,17-32
12,121068,0,29,1,0,0,0,17-32
34,340073,1,63,1,0,0,0,49-64
17,170457,1,78,1,0,0,0,65 and Above
4,40210,2,75,1,0,0,0,65 and Above
26,260680,1,21,1,1,0,1,17-32
12,121025,0,51,2,0,0,0,49-64
12,122302,0,60,1,0,0,1,49-64
4,40674,2,47,1,0,0,0,33-48
17,170441,1,16,1,0,0,0,0-16
4,40477,1,53,1,0,0,0,49-64
4,40236,1,21,1,1,0,0,17-32
6,61450,2,50,1,0,0,0,49-64
12,120289,0,45,2,0,0,0,33-48
13,131100,2,77,1,0,0,0,65 and Above
1,10101,1,18,1,1,0,1,17-32
12,120760,0,40,1,0,0,0,33-48
1,10591,1,30,2,0,0,1,17-32
13,130460,2,32,2,0,0,0,17-32
47,470411,1,55,2,0,0,0,49-64
32,320119,4,60,2,0,0,0,49-64
39,390317,1,26,1,0,0,1,17-32
17,170834,2,24,1,0,0,0,17-32
20,200151,1,83,2,0,0,1,65 and Above
45,450123,2,59,1,0,0,0,49-64
12,120391,2,54,1,0,0,0,49-64
47,470497,1,61,1,0,0,0,49-64
45,450329,1,36,1,0,0,0,33-48
27,270180,0,71,1,0,0,1,65 and Above
1,10522,1,52,1,0,0,0,49-64
32,320240,1,51,1,0,0,0,49-64
21,210489,2,41,2,0,0,0,33-48
8,80054,2,51,1,0,0,0,49-64
12,121093,1,54,2,0,0,0,49-64
13,130427,2,68,1,0,0,0,65 and Above
55,550465,2,58,2,0,0,0,49-64
13,130428,2,19,2,0,0,0,17-32
37,371237,1,24,1,0,0,1,17-32
26,260331,1,21,1,1,1,0,17-32
13,130875,1,58,1,0,0,0,49-64
8,80345,2,16,2,0,0,0,0-16
12,121595,1,24,1,0,0,0,17-32
39,390759,0,36,1,0,0,1,33-48
4,40052,2,68,1,0,0,0,65 and Above
48,481414,0,47,1,1,0,1,33-48
42,420359,1,31,1,1,0,1,17-32
12,122369,1,69,1,0,0,0,65 and Above
37,370028,1,29,1,1,0,0,17-32
5,50366,1,25,1,0,0,0,17-32
51,510672,2,39,1,0,0,0,33-48
4,40137,1,51,1,0,0,1,49-64
6,61270,1,78,1,0,0,0,65 and Above
48,483126,1,56,1,0,0,0,49-64
37,370084,2,39,2,0,0,0,33-48
6,61926,1,55,1,1,0,1,49-64
26,260894,3,24,1,0,0,0,17-32
34,340233,2,24,1,0,0,0,17-32
55,550295,0,39,1,0,0,1,33-48
30,300149,1,59,1,0,0,1,49-64
47,470868,1,31,1,0,1,0,17-32
37,370330,2,72,1,0,0,0,65 and Above
37,371200,1,54,1,0,0,0,49-64
47,470605,2,3,2,0,0,0,0-16
17,170207,0,7,1,0,0,0,0-16
1,10550,1,49,1,0,0,0,49-64
6,61639,3,28,1,0,0,1,17-32
1,10522,2,88,2,0,0,0,65 and Above
17,170936,1,30,2,1,1,0,17-32
37,370146,1,19,1,0,0,0,17-32
13,131289,1,28,1,0,0,1,17-32
8,80023,2,55,2,0,0,1,49-64
1,10012,2,32,2,0,0,0,17-32
13,130892,1,45,1,0,0,0,33-48
49,490251,2,45,1,0,0,0,33-48
48,482050,2,50,1,1,0,0,49-64
37,371119,0,62,1,0,0,1,49-64
41,410151,2,16,1,0,0,0,0-16
51,510208,1,51,1,0,0,0,49-64
12,121479,3,58,1,0,0,0,49-64
4,40532,3,28,1,0,0,0,17-32
34,340009,2,53,1,0,0,0,49-64
47,470336,1,66,2,0,0,0,65 and Above
39,390954,0,51,1,1,1,0,49-64
47,470307,1,27,1,0,0,0,17-32
8,80347,2,6,2,0,0,0,0-16
17,170165,1,18,1,0,1,0,17-32
48,482350,1,34,1,1,0,1,33-48
51,510654,0,69,1,0,0,1,65 and Above
18,180447,1,46,1,0,0,0,33-48
45,450820,2,20,2,0,0,0,17-32
47,470077,1,42,1,0,0,0,33-48
41,410259,2,48,2,0,0,0,33-48
6,61436,3,49,1,0,0,0,49-64
6,62319,0,59,1,0,0,0,49-64
39,390219,2,86,1,1,0,0,65 and Above
30,300177,1,33,1,0,0,1,33-48
20,200128,1,45,2,0,1,1,33-48
42,420079,1,39,1,0,0,0,33-48
33,330052,2,55,1,0,0,0,49-64
6,62158,2,46,1,0,0,0,33-48
6,61808,5,37,1,0,0,0,33-48
37,370282,1,21,2,0,0,0,17-32
16,160050,1,34,1,0,0,0,33-48
24,240283,2,49,1,0,0,0,49-64
55,550234,2,56,1,0,0,0,49-64
12,121537,1,66,1,0,0,0,65 and Above
22,220505,2,36,1,0,0,0,33-48
47,470097,1,18,1,1,1,1,17-32
46,460043,2,39,1,0,0,0,33-48
37,370399,1,81,1,0,0,0,65 and Above
18,180068,1,26,2,0,0,1,17-32
19,190224,2,61,2,0,0,0,49-64
24,240195,0,44,1,0,0,0,33-48
23,230099,1,41,1,0,0,0,33-48
42,420960,0,34,1,0,1,0,33-48
8,80191,1,62,2,1,0,1,49-64
39,390586,2,26,2,0,0,0,17-32
6,63111,1,37,1,0,0,0,33-48
48,481703,1,22,1,1,1,1,17-32
6,60283,1,20,1,1,0,0,17-32
48,480689,1,21,1,0,0,1,17-32
9,90133,1,51,1,0,1,1,49-64
47,470315,2,9,2,0,0,0,0-16
6,61539,1,76,1,0,0,0,65 and Above
1,10057,2,65,2,0,0,1,65 and Above
37,370902,2,32,1,0,0,0,17-32
5,50431,2,33,2,0,0,0,33-48
42,420937,1,42,1,1,1,0,33-48
12,120849,0,38,2,0,0,1,33-48
26,260707,1,19,9,0,0,0,17-32
6,62312,1,78,2,0,0,0,65 and Above
21,210089,1,46,1,0,0,0,33-48
16,160096,1,32,1,1,0,1,17-32
6,61471,0,62,1,1,0,1,49-64
21,210667,0,49,1,0,0,0,49-64
24,240007,1,66,2,0,0,0,65 and Above
17,170226,2,40,1,0,0,1,33-48
35,350231,1,37,1,0,0,0,33-48
6,60135,2,19,2,0,0,0,17-32
18,180023,1,32,1,0,0,0,17-32
8,80443,0,22,1,1,1,1,17-32
6,60554,2,47,2,0,0,0,33-48
47,470893,1,43,1,0,0,0,33-48
32,320256,1,22,1,1,0,1,17-32
51,510336,2,53,2,0,0,0,49-64
8,80182,1,53,2,0,0,0,49-64
6,62337,2,35,1,0,0,0,33-48
48,482250,1,60,2,0,0,0,49-64
51,510343,2,20,2,0,0,0,17-32
6,60923,1,21,1,0,0,0,17-32
13,130097,1,89,1,0,0,0,65 and Above
32,320273,0,68,1,0,0,0,65 and Above
33,330085,1,18,1,0,0,0,17-32
41,410254,1,49,1,0,0,0,49-64
24,240022,1,54,1,0,0,0,49-64
49,490008,2,35,2,0,0,0,33-48
22,220327,1,22,1,1,0,0,17-32
51,510304,1,23,1,0,0,0,17-32
13,130251,2,72,1,0,0,0,65 and Above
22,220610,1,17,2,0,0,0,17-32
47,470605,2,36,1,0,0,0,33-48
46,460084,2,59,1,1,0,1,49-64
6,61381,1,35,1,0,0,0,33-48
37,370212,1,80,1,0,0,1,65 and Above
22,220434,1,29,1,1,0,1,17-32
16,160128,1,27,1,1,0,0,17-32
48,480054,2,17,2,1,0,0,17-32
6,60789,2,64,2,0,0,0,49-64
28,280318,1,29,1,0,0,0,17-32
6,63112,0,29,1,0,0,1,17-32
19,190020,1,64,2,0,0,0,49-64
26,260507,1,17,1,0,0,0,17-32
21,210283,2,53,2,0,0,0,49-64
12,122660,2,57,1,1,0,0,49-64
12,122039,1,22,1,0,1,0,17-32
12,120869,2,45,1,0,0,0,33-48
19,190115,2,20,1,0,0,1,17-32
42,420125,1,59,1,1,0,1,49-64
39,390340,1,24,1,1,1,1,17-32
28,280557,1,59,1,0,0,0,49-64
32,320258,1,19,1,0,0,0,17-32
29,290183,1,28,2,1,1,1,17-32
12,122688,0,73,1,0,0,1,65 and Above
4,40822,1,30,1,0,1,0,17-32
37,370760,1,75,2,0,0,0,65 and Above
8,80113,3,30,1,0,0,0,17-32
51,510379,1,76,2,0,0,0,65 and Above
18,180178,3,17,1,0,0,0,17-32
34,340438,2,37,2,0,0,0,33-48
6,62842,1,58,1,0,1,0,49-64
39,390616,1,48,2,1,0,0,33-48
21,210450,2,35,1,0,0,0,33-48
12,121952,2,58,1,0,0,0,49-64
26,260610,1,55,1,1,1,0,49-64
6,61947,2,37,1,0,0,0,33-48
17,170514,3,44,1,0,0,0,33-48
39,390683,1,17,1,1,1,0,17-32
32,320162,2,75,2,0,0,0,65 and Above
42,420704,14,60,1,0,0,0,49-64
42,420254,2,25,1,0,0,0,17-32
12,120139,2,55,1,0,0,0,49-64
47,470069,1,41,1,0,0,0,33-48
55,550135,1,77,2,0,0,0,65 and Above
8,80197,4,35,1,0,0,0,33-48
12,120149,2,51,2,0,0,0,49-64
21,210394,3,46,1,0,0,0,33-48
47,470345,2,80,1,0,0,0,65 and Above
39,390321,1,38,1,0,0,0,33-48
16,160192,1,57,1,1,0,1,49-64
12,122549,2,29,1,0,0,0,17-32
49,490155,2,38,1,0,0,0,33-48
55,550048,4,31,1,0,0,0,17-32
44,440039,1,22,2,1,1,0,17-32
31,310088,1,29,2,0,1,0,17-32
55,550528,6,33,1,0,0,0,33-48
6,60186,3,23,2,0,0,0,17-32
48,483085,1,54,1,0,0,1,49-64
47,470825,0,32,2,1,0,0,17-32
21,210608,1,87,1,0,0,0,65 and Above
47,470654,1,25,2,0,0,0,17-32
26,260186,1,17,1,0,0,0,17-32
22,220426,3,51,1,0,0,1,49-64
17,170090,1,83,1,0,0,1,65 and Above
42,420895,0,46,1,0,0,0,33-48
42,420341,2,27,1,0,0,0,17-32
6,63003,1,19,1,0,0,0,17-32
8,80201,2,56,2,1,0,0,49-64
21,210132,1,21,1,0,0,1,17-32
37,370949,1,26,1,0,1,0,17-32
42,420337,1,24,1,1,0,1,17-32
26,260881,1,86,1,0,0,1,65 and Above
47,470629,2,71,1,0,0,0,65 and Above
6,62580,1,22,2,1,1,0,17-32
35,350196,1,27,1,1,1,0,17-32
21,210152,1,17,2,0,0,0,17-32
47,470295,2,36,1,0,0,0,33-48
39,390367,1,66,1,0,0,0,65 and Above
47,470378,2,24,2,0,0,0,17-32
12,122186,1,28,1,1,1,1,17-32
12,120599,1,84,2,0,0,1,65 and Above
12,120592,1,22,1,1,1,0,17-32
47,470112,1,48,1,0,0,0,33-48
37,370752,1,50,1,1,0,0,49-64
10,100067,1,67,1,0,0,0,65 and Above
12,120339,0,59,1,0,0,0,49-64
28,280455,2,28,1,0,0,0,17-32
13,130770,1,38,1,0,0,0,33-48
26,260571,1,69,1,0,0,0,65 and Above
1,10339,2,66,1,0,0,0,65 and Above
12,120714,0,16,2,0,0,0,0-16
49,490123,9,54,1,0,0,0,49-64
49,490188,2,22,1,0,0,0,17-32
45,450832,1,41,1,0,0,1,33-48
12,122344,1,45,1,0,0,0,33-48
18,180409,1,17,2,0,0,0,17-32
6,62497,1,16,2,0,0,0,0-16
12,120533,1,20,2,0,0,0,17-32
40,400208,1,21,1,0,0,0,17-32
26,260514,1,72,1,0,0,1,65 and Above
8,80477,1,76,1,0,0,1,65 and Above
48,483042,0,59,1,0,1,0,49-64
18,180407,2,67,1,0,0,1,65 and Above
54,540004,1,52,1,0,0,0,49-64
22,220118,1,27,1,0,0,0,17-32
6,60038,1,31,1,0,0,0,17-32
12,122601,2,34,1,0,0,0,33-48
8,80472,2,38,1,0,0,0,33-48
13,130816,1,36,1,0,1,0,33-48
13,130290,0,52,1,0,0,1,49-64
6,62490,1,49,1,0,0,0,49-64
6,62240,1,58,1,0,0,0,49-64
47,470701,2,19,2,0,0,1,17-32
4,40354,3,30,2,0,0,0,17-32
49,490022,3,60,1,0,0,0,49-64
37,371208,2,32,1,1,0,1,17-32
31,310217,2,35,1,0,0,0,33-48
48,480733,2,25,1,0,1,1,17-32
37,370576,3,22,1,0,0,0,17-32
10,100007,1,43,2,0,0,0,33-48
42,420474,1,31,1,1,1,0,17-32
24,240324,2,17,1,0,0,0,17-32
1,10018,1,46,1,1,1,0,33-48
4,40118,2,48,2,0,0,0,33-48
48,480515,1,36,2,1,0,1,33-48
45,450782,1,52,1,0,0,0,49-64
45,450868,2,63,1,0,0,0,49-64
18,180465,2,45,1,0,0,0,33-48
17,170371,2,49,1,0,0,0,49-64
26,260309,1,21,2,0,0,0,17-32
4,40110,1,23,1,1,0,0,17-32
46,460008,1,17,2,0,0,0,17-32
39,390137,2,53,1,0,0,0,49-64
48,481618,1,19,1,0,1,1,17-32
34,340379,1,28,1,1,1,1,17-32
6,61182,3,47,1,0,0,0,33-48
48,482670,1,35,1,0,0,1,33-48
21,210502,1,22,1,0,0,0,17-32
42,420272,1,22,1,1,0,0,17-32
12,121717,1,31,1,0,0,0,17-32
12,122653,1,46,2,0,0,1,33-48
26,260342,1,49,2,1,1,0,49-64
47,470432,4,62,1,0,0,0,49-64
13,130583,1,17,1,0,0,1,17-32
51,510419,1,22,1,0,0,0,17-32
45,450183,3,19,1,0,0,0,17-32
34,340223,0,63,1,0,0,0,49-64
37,370333,2,68,1,0,0,0,65 and Above
32,320232,1,23,1,0,0,0,17-32
34,340267,1,77,2,0,0,0,65 and Above
12,120432,1,68,1,0,0,0,65 and Above
8,80303,1,77,1,0,0,0,65 and Above
12,121226,1,49,1,0,0,0,49-64
45,450251,2,18,2,0,0,0,17-32
40,400365,5,35,1,0,0,0,33-48
42,420489,1,21,2,0,0,0,17-32
17,170567,2,30,1,0,0,0,17-32
13,131092,1,22,2,0,0,0,17-32
6,61332,1,15,1,0,0,0,0-16
19,190158,1,50,1,0,0,1,49-64
39,390094,2,62,1,0,0,0,49-64
31,310176,2,44,1,0,0,0,33-48
6,61985,3,60,1,0,0,0,49-64
26,260642,2,23,2,0,0,0,17-32
1,10489,0,47,2,0,0,1,33-48
37,370661,2,19,2,0,0,1,17-32
26,260699,1,25,1,1,0,0,17-32
12,121802,2,28,2,0,0,0,17-32
34,340319,1,24,2,0,0,0,17-32
12,122033,2,41,1,0,0,0,33-48
12,120784,3,51,2,0,0,0,49-64
37,370107,1,78,1,1,0,0,65 and Above
34,340189,5,36,1,0,0,0,33-48
12,121531,1,68,1,0,0,0,65 and Above
17,170373,1,57,1,0,0,0,49-64
6,62483,1,27,1,0,0,0,17-32
19,190271,2,93,1,0,0,0,65 and Above
18,180558,1,19,2,0,0,0,17-32
6,61231,2,37,1,1,1,1,33-48
12,122139,2,38,1,0,0,1,33-48
48,481263,1,30,1,1,0,0,17-32
6,61220,1,74,1,0,0,0,65 and Above
13,131273,0,45,1,0,0,1,33-48
21,210600,1,26,1,0,0,0,17-32
26,260140,1,57,1,0,0,0,49-64
8,80017,2,46,2,0,0,0,33-48
26,260489,0,64,1,0,0,0,49-64
42,420536,1,19,2,0,0,0,17-32
37,370944,2,16,1,0,0,0,0-16
56,560097,1,28,1,0,0,1,17-32
26,260126,1,54,1,0,0,0,49-64
45,450034,1,32,2,0,0,0,17-32
22,220022,3,41,1,0,0,0,33-48
39,390238,1,28,1,0,0,1,17-32
6,62121,0,22,1,1,0,0,17-32
12,122106,0,70,2,0,0,1,65 and Above
6,62046,1,42,2,0,0,0,33-48
6,62952,0,56,2,1,0,0,49-64
8,80497,1,31,1,0,1,1,17-32
32,320135,2,22,1,0,0,0,17-32
12,120040,3,45,1,0,0,0,33-48
17,170225,0,46,1,1,0,0,33-48
45,450469,2,24,2,0,0,1,17-32
48,480138,1,17,1,0,0,1,17-32
6,61546,2,66,1,0,0,0,65 and Above
12,120099,2,18,1,0,0,0,17-32
24,240308,2,41,1,0,0,0,33-48
34,340004,2,38,1,0,0,0,33-48
32,320037,1,21,1,0,1,1,17-32
32,320089,2,36,2,0,0,0,33-48
48,481058,1,51,2,0,1,1,49-64
21,210399,2,30,2,0,0,0,17-32
6,60106,1,50,1,0,0,0,49-64
49,490073,1,39,1,1,0,0,33-48
39,390275,2,40,1,0,0,0,33-48
37,370737,2,76,1,0,0,0,65 and Above
12,120333,1,50,1,0,0,0,49-64
8,80231,1,25,1,0,0,1,17-32
6,61289,1,36,1,0,0,0,33-48
31,310156,0,66,1,0,0,0,65 and Above
19,190019,2,87,1,0,0,1,65 and Above
47,470788,3,44,1,0,0,0,33-48
22,220627,1,70,2,0,0,1,65 and Above
18,180179,1,75,2,0,0,0,65 and Above
4,40414,2,64,1,0,0,0,49-64
12,122737,1,20,1,1,1,0,17-32
39,390967,3,61,1,0,0,0,49-64
26,260445,1,51,1,0,0,0,49-64
26,260822,1,84,1,0,0,1,65 and Above
48,480314,0,54,2,1,1,1,49-64
22,220129,1,23,1,1,1,0,17-32
47,470758,0,56,1,0,0,1,49-64
40,400187,1,63,1,0,0,0,49-64
6,61808,1,19,2,0,0,1,17-32
26,260075,1,78,2,0,0,0,65 and Above
6,60306,2,66,1,0,0,0,65 and Above
42,420648,2,23,2,0,0,1,17-32
32,320119,6,34,1,0,0,0,33-48
55,550053,2,28,1,0,0,0,17-32
39,390566,2,26,1,0,0,0,17-32
47,470623,1,78,2,0,0,0,65 and Above
18,180448,1,55,1,1,0,1,49-64
45,450704,2,62,1,0,0,1,49-64
47,470180,1,58,1,0,0,0,49-64
13,130157,1,53,2,1,0,0,49-64
39,390456,1,38,2,1,1,1,33-48
6,62990,1,24,2,0,0,0,17-32
34,340102,0,70,1,0,0,0,65 and Above
13,130199,4,23,2,0,0,0,17-32
47,470203,2,46,1,0,0,0,33-48
26,260165,2,35,2,0,0,0,33-48
1,10691,2,35,1,0,0,0,33-48
17,170373,3,49,1,0,0,0,49-64
48,481232,1,36,1,1,0,1,33-48
6,63104,1,35,1,1,0,1,33-48
21,210480,1,65,1,0,0,1,65 and Above
42,420363,4,32,2,0,0,0,17-32
1,10263,2,72,1,0,0,0,65 and Above
13,131049,3,40,2,0,0,0,33-48
12,122671,1,63,1,0,0,0,49-64
9,90015,1,48,2,1,0,0,33-48
1,10449,1,16,1,0,0,0,0-16
26,260410,1,18,1,0,0,1,17-32
39,390839,2,40,1,0,0,0,33-48
6,62303,2,26,2,0,0,0,17-32
34,340042,1,27,1,0,0,0,17-32
12,120412,3,70,1,0,0,0,65 and Above
21,210186,3,37,1,0,0,0,33-48
8,80085,1,8,1,0,0,0,0-16
12,121734,1,54,2,0,0,0,49-64
4,40192,1,33,1,0,0,0,33-48
4,40609,0,82,1,1,0,0,65 and Above
26,260085,0,58,2,0,0,1,49-64
42,420654,1,22,2,0,0,0,17-32
1,10645,2,25,2,0,0,1,17-32
17,170656,1,22,1,0,0,0,17-32
24,240051,2,34,2,0,0,0,33-48
6,62780,2,63,1,0,0,0,49-64
48,482607,0,21,1,1,1,1,17-32
12,120826,1,41,1,0,0,0,33-48
48,481382,1,23,1,0,0,0,17-32
5,50381,1,29,1,1,1,1,17-32
48,480207,1,23,1,1,1,0,17-32
1,10493,1,20,1,0,0,1,17-32
15,150043,1,28,1,1,1,0,17-32
2,20008,0,23,2,0,0,1,17-32
12,121768,1,63,1,0,0,1,49-64
34,340329,2,39,1,0,0,0,33-48
6,62188,1,30,2,1,0,0,17-32
42,420677,2,54,2,1,0,0,49-64
35,350126,2,6,1,0,0,0,0-16
13,130237,2,5,2,0,0,0,0-16
51,510693,3,33,2,0,0,1,33-48
12,122221,1,69,1,0,0,0,65 and Above
39,390831,1,23,1,0,0,0,17-32
26,260114,1,20,1,0,0,0,17-32
50,500011,2,15,1,0,0,0,0-16
26,260101,1,24,1,0,0,0,17-32
39,390858,1,22,1,0,0,1,17-32
42,420227,1,51,1,1,0,0,49-64
37,370637,0,53,2,0,0,1,49-64
6,62864,1,39,1,0,0,0,33-48
4,40696,2,24,1,0,0,0,17-32
47,470167,3,0,2,0,0,0,0-16
26,260789,1,17,1,0,0,0,17-32
6,60568,1,78,2,0,0,0,65 and Above
18,180501,0,28,1,0,0,1,17-32
18,180241,0,55,1,1,1,1,49-64
26,260759,2,28,1,0,0,0,17-32
47,470474,1,25,2,0,0,0,17-32
37,371160,1,43,1,0,0,0,33-48
30,300019,2,21,2,0,0,0,17-32
26,260564,1,37,2,1,1,0,33-48
12,122011,1,19,1,0,0,1,17-32
51,510610,1,50,1,0,0,0,49-64
48,480883,1,33,1,0,0,1,33-48
26,260232,2,41,1,1,1,1,33-48
48,482737,1,33,1,0,1,0,33-48
13,130371,2,18,1,0,0,0,17-32
19,190035,1,19,2,0,0,0,17-32
40,400338,1,68,2,0,0,1,65 and Above
35,350209,4,78,1,0,0,0,65 and Above
39,390379,1,82,2,0,0,0,65 and Above
21,210234,1,19,1,0,0,0,17-32
8,80425,2,18,1,0,0,0,17-32
12,120425,2,59,2,0,0,0,49-64
49,490103,2,43,2,0,0,0,33-48
41,410152,0,35,2,0,0,0,33-48
37,370008,1,66,2,0,0,0,65 and Above
32,320089,3,46,1,0,0,0,33-48
16,160058,1,16,1,0,0,0,0-16
45,450907,2,32,1,0,0,0,17-32
27,270358,3,29,1,0,0,0,17-32
39,390369,3,19,2,0,0,0,17-32
22,220090,1,60,1,1,1,1,49-64
4,40393,1,62,1,0,0,1,49-64
6,61183,0,52,1,1,0,1,49-64
6,62313,1,22,1,1,1,1,17-32
39,391019,2,50,1,0,0,0,49-64
34,340171,1,42,1,0,0,0,33-48
39,390703,0,31,1,0,0,0,17-32
37,371010,2,65,2,0,0,0,65 and Above
12,120866,3,55,1,0,0,0,49-64
24,240231,2,24,1,0,0,0,17-32
12,122270,0,39,1,1,1,1,33-48
47,470263,2,11,1,0,0,0,0-16
1,10065,2,42,1,0,0,0,33-48
51,510173,1,60,1,0,0,1,49-64
32,320156,0,80,1,0,0,1,65 and Above
45,450023,1,36,2,0,0,0,33-48
6,61205,1,21,1,0,0,0,17-32
4,40803,1,36,1,1,0,0,33-48
39,390697,1,37,1,0,0,1,33-48
21,210271,1,23,1,0,0,1,17-32
45,450083,1,20,1,1,1,1,17-32
6,62869,1,54,1,1,0,0,49-64
56,560078,1,27,1,1,0,0,17-32
51,510623,3,47,1,0,0,0,33-48
42,420656,1,25,1,1,0,1,17-32
12,120777,0,61,1,0,0,0,49-64
13,130786,2,40,1,0,0,0,33-48
5,50251,2,52,1,1,1,1,49-64
21,210177,1,85,2,0,0,0,65 and Above
12,122638,1,69,2,0,0,0,65 and Above
42,420222,2,48,1,0,0,0,33-48
47,470405,1,12,1,0,0,0,0-16
39,390051,1,27,1,1,0,0,17-32
37,370156,1,64,1,0,0,0,49-64
6,62633,2,24,1,0,0,1,17-32
56,560049,1,43,1,0,0,1,33-48
47,470831,1,22,1,0,0,0,17-32
18,180076,2,32,2,0,0,0,17-32
45,450431,1,51,1,0,0,0,49-64
12,120256,1,88,1,0,0,0,65 and Above
37,370512,2,72,1,0,0,0,65 and Above
46,460065,1,65,1,0,0,0,65 and Above
21,210127,2,64,1,0,0,0,49-64
6,61079,2,46,1,0,0,0,33-48
12,120666,1,73,1,0,0,0,65 and Above
12,121743,0,25,1,0,0,1,17-32
45,450361,1,24,1,0,0,1,17-32
4,40157,0,24,2,0,1,1,17-32
32,320064,0,22,1,1,1,0,17-32
47,470135,1,49,1,0,0,1,49-64
6,62765,1,35,1,0,1,1,33-48
6,62607,1,21,2,1,1,0,17-32
45,450475,1,39,2,0,0,0,33-48
19,190255,0,59,2,0,0,0,49-64
37,371142,2,50,1,0,0,1,49-64
6,62816,0,50,2,0,0,0,49-64
33,330053,1,60,1,0,0,0,49-64
6,61511,1,27,2,0,0,0,17-32
17,170044,1,61,2,0,0,0,49-64
37,370726,2,30,1,0,0,0,17-32
24,240089,1,60,1,0,0,0,49-64
12,120958,1,34,1,0,0,0,33-48
42,420346,3,44,1,0,0,0,33-48
6,62648,1,25,2,0,0,1,17-32
56,560003,1,44,1,0,0,0,33-48
6,60428,2,52,1,0,0,0,49-64
45,450259,2,35,1,0,0,0,33-48
21,210321,1,36,1,0,0,1,33-48
6,63095,0,64,1,1,0,0,49-64
40,400236,1,16,1,0,0,0,0-16
6,61641,3,20,1,0,0,0,17-32
28,280386,1,27,2,0,0,0,17-32
47,470744,1,22,1,1,1,1,17-32
8,80109,1,55,1,0,0,1,49-64
34,340081,2,59,1,0,1,0,49-64
6,60588,1,57,1,0,0,1,49-64
47,470884,2,65,1,0,0,0,65 and Above
16,160170,1,64,1,0,0,1,49-64
37,370982,1,89,1,0,0,0,65 and Above
5,50501,1,21,2,0,0,0,17-32
18,180446,2,30,2,0,0,0,17-32
42,420293,1,36,1,0,0,0,33-48
54,540009,1,75,1,0,0,1,65 and Above
4,40705,1,72,2,0,0,0,65 and Above
49,490123,13,71,1,0,0,0,65 and Above
48,482999,1,40,1,0,0,0,33-48
47,470203,2,7,1,0,0,0,0-16
37,370186,2,63,1,0,0,0,49-64
13,131041,1,27,1,0,1,0,17-32
45,450496,2,40,1,0,0,1,33-48
39,390108,2,43,1,0,0,0,33-48
6,61215,1,40,2,1,0,1,33-48
